iso3,country,region,income_group,population_year,population,gdp_current_usd_year,gdp_current_usd,rd_expenditure_pct_gdp_year,rd_expenditure_pct_gdp,undernourishment_pct_year,undernourishment_pct,child_stunting_pct_year,child_stunting_pct,adult_obesity_pct_year,adult_obesity_pct,agrifood_ghg_ktco2eq_year,agrifood_ghg_ktco2eq,agrifood_ghg_tco2eq_per_capita,cereal_import_dependency_period,cereal_import_dependency_period_end_year,cereal_import_dependency_pct,household_food_waste_kg_capita,household_food_waste_tonnes_year,household_food_waste_confidence,household_food_waste_source,unep_country,unep_region,m49_code,gdp_per_capita_current_usd,log10_population,log10_gdp_current_usd,log10_gdp_per_capita_current_usd,cereal_import_dependency_vulnerability_pct,need_food_security_score,need_child_stunting_score,need_adult_obesity_score,need_nutrition_score,need_food_waste_score,need_sustainability_score,need_supply_vulnerability_score,n_need_axes_available,food_system_need_index_v1,household_food_waste_confidence_group,food_system_need_index_v1_min3,food_system_need_index_main_min4,food_system_need_index_strict_all5,need_social_score,need_environmental_score,need_resilience_score,dominant_need_profile,missing_need_axes,flag_main_need_index_available,flag_strict_need_index_available,flag_population_ge_1m,flag_food_waste_higher_confidence,flag_food_waste_low_confidence,rank_need_v1_min3,rank_need_main_min4,rank_need_strict_all5
MDA,Moldova,Europe & Central Asia,Upper middle income,2024,2402306.0,2024.0,18200340853.6517,2024.0,0.21589,2023.0,2.5,2012.0,6.4,2016.0,18.65,2021.0,5799.5274,2.4141501540603074,2018-2020,2020.0,-57.1,71.0,231061.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Republic of Moldova,Eastern Europe,498.0,7576.195894133261,6.380628325984138,10.260079521472653,3.879451195488514,0.0,0.1893491124260355,0.2208588957055214,0.4042553191489361,0.3125571074272288,0.1976744186046511,0.6650943396226415,0.1005586592178771,5,0.2930467274596868,low or very low confidence,0.2930467274596868,0.2930467274596868,0.2930467274596868,0.25095310992663217,0.4313843791136463,0.1005586592178771,sustainability,none,True,True,True,False,True,191.0,178.0,160.0
MDG,Madagascar,Sub-Saharan Africa,Low income,2024,31964956.0,2024.0,17420814800.7045,2017.0,0.01275,2023.0,39.5,2021.0,39.8,2016.0,5.25,2021.0,37186.4127,1.163349409897514,2018-2020,2020.0,19.6,92.0,2724081.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Madagascar,Sub-Saharan Africa,450.0,544.9973026931274,7.504674110960706,10.24106846382746,2.7363943528667534,19.6,0.9822485207100592,0.9447852760736196,0.0744680851063829,0.5096266805900013,0.7465116279069768,0.2547169811320754,0.3407821229050279,5,0.5667771866488281,low or very low confidence,0.5667771866488281,0.5667771866488281,0.5667771866488281,0.7459376006500302,0.5006143045195262,0.3407821229050279,food_security,none,True,True,True,False,True,69.0,64.0,52.0
MDV,Maldives,South Asia,Upper middle income,2024,527799.0,2024.0,6975146349.42592,,,,,2017.0,15.3,2016.0,8.6,2021.0,309.3033,0.5860247935293549,2011-2013,2013.0,100.0,207.0,107877.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Maldives,Southern Asia,462.0,13215.5353637008,5.722468563044142,9.84355332421536,4.1210847611712165,100.0,,0.5398773006134969,0.2340425531914893,0.3869599269024931,1.0,0.0613207547169811,0.9636871508379888,4,0.6029919581143658,medium confidence,0.6029919581143658,0.6029919581143658,,0.3869599269024931,0.5306603773584906,0.9636871508379888,food_waste,food_security,True,False,False,False,False,47.0,45.0,
MEX,Mexico,Latin America & Caribbean,Upper middle income,2024,130861007.0,2024.0,1852722885258.11,2024.0,0.25372,2023.0,2.7,2022.0,12.5,2016.0,28.55,2021.0,239538.9996,1.8304841533123768,2018-2020,2020.0,39.1,105.0,13368447.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Mexico,Latin America and the Caribbean,484.0,14157.944583584858,8.11681025795272,12.267810466052175,4.151000208099457,39.1,0.378698224852071,0.4478527607361963,0.8617021276595744,0.6547774441978854,0.8906976744186047,0.5283018867924528,0.5027932960893855,5,0.5910537052700799,medium confidence,0.5910537052700799,0.5910537052700799,0.5910537052700799,0.5167378345249782,0.7094997806055288,0.5027932960893855,food_waste,none,True,True,True,False,False,56.0,53.0,44.0
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,2024,37548.0,2024.0,280357844.229802,,,,,2017.0,34.8,2016.0,52.85,2021.0,25.4873,0.6787924789602643,,,,63.0,2526.0,Very low confidence,UNEP Food Waste Index Report 2024 Annex 3,Marshall Islands,Micronesia,584.0,7466.651865074092,4.574586809193818,8.44771271188113,3.873125902687311,,,0.8834355828220859,0.9893617021276596,0.9363986424748728,0.1465116279069767,0.1037735849056603,,3,0.3955612850958366,low or very low confidence,0.39556128509583655,,,0.9363986424748728,0.1251426064063185,,nutrition,food_security; supply_vulnerability,False,False,False,False,True,157.0,,
MKD,North Macedonia,Europe & Central Asia,Upper middle income,2024,1824359.0,2024.0,16685236492.0675,2024.0,0.37363,2023.0,2.5,2019.0,4.3,2016.0,22.35,2021.0,3542.8993,1.941996778046426,2018-2020,2020.0,24.4,86.0,179311.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,North Macedonia,Southern Europe,807.0,9145.807646448697,6.261110303497732,10.222332366607956,3.961222063110224,24.4,0.1893491124260355,0.1411042944785276,0.6063829787234043,0.3737436366009659,0.4,0.5707547169811321,0.3798882681564245,5,0.3827471468329116,low or very low confidence,0.3827471468329116,0.3827471468329116,0.3827471468329116,0.2815463745135007,0.48537735849056607,0.3798882681564245,sustainability,none,True,True,True,False,True,162.0,151.0,134.0
MLI,Mali,Sub-Saharan Africa,Low income,2024,24478595.0,2024.0,26588067731.1692,2023.0,0.14743,2023.0,12.3,2024.0,25.1,2016.0,8.5,2021.0,42491.0163,1.7358437565554723,2018-2020,2020.0,4.3,92.0,2078251.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Mali,Sub-Saharan Africa,466.0,1086.1762176779018,7.388786486951542,10.424686776437126,3.035900289485584,4.3,0.7218934911242604,0.7331288343558282,0.2234042553191489,0.4782665448374885,0.7465116279069768,0.4716981132075472,0.217877094972067,5,0.527249374409668,low or very low confidence,0.527249374409668,0.527249374409668,0.527249374409668,0.6000800179808744,0.6091048705572619,0.217877094972067,food_waste,none,True,True,True,False,True,92.0,87.0,74.0
MLT,Malta,Middle East & North Africa,High income,2024,568847.0,2024.0,24322006607.9295,2023.0,0.64792,2023.0,2.5,2022.0,3.3,2016.0,28.85,2021.0,629.7072,1.1069886981912536,2018-2020,2020.0,95.9,92.0,48760.0,Eurostat,UNEP Food Waste Index Report 2024 Annex 3,Malta,Southern Europe,470.0,42756.67553477385,5.754995472034965,10.385999402130372,4.631003930095408,95.9,0.1893491124260355,0.1288343558282208,0.8670212765957447,0.4979278162119828,0.7465116279069768,0.240566037735849,0.8575418994413407,5,0.506379298744437,higher confidence,0.5063792987444369,0.5063792987444369,0.5063792987444369,0.34363846431900913,0.49353883282141287,0.8575418994413407,supply_vulnerability,none,True,True,False,True,False,102.0,97.0,84.0
MMR,Myanmar,East Asia & Pacific,Lower middle income,2024,54500091.0,2024.0,74079772652.4286,2023.0,0.02307,2023.0,5.4,2018.0,26.7,2016.0,5.65,2021.0,184631.8921,3.387735482863689,2018-2020,2020.0,-12.5,78.0,4221946.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Myanmar,South-eastern Asia,104.0,1359.2596139413529,7.7363972274282915,10.869699640845216,3.133302413416925,0.0,0.5177514792899408,0.7822085889570553,0.1090425531914893,0.4456255710742723,0.2697674418604651,0.7971698113207547,0.1005586592178771,5,0.426174592552662,low or very low confidence,0.426174592552662,0.426174592552662,0.426174592552662,0.4816885251821066,0.5334686265906099,0.1005586592178771,sustainability,none,True,True,True,False,True,141.0,133.0,117.0
MNE,Montenegro,Europe & Central Asia,Upper middle income,2024,623525.0,2024.0,8069536125.80285,2019.0,0.36328,2023.0,2.5,2018.0,7.2,2016.0,23.200000000000003,2021.0,1085.1153,1.7402915681007178,2018-2020,2020.0,87.7,86.0,54051.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Montenegro,Southern Europe,499.0,12941.80045034738,5.79485387103731,9.906848570187451,4.1119946991501415,87.7,0.1893491124260355,0.2760736196319018,0.6648936170212766,0.4704836183265892,0.4,0.4764150943396226,0.7877094972067039,5,0.4647914644597902,low or very low confidence,0.46479146445979025,0.46479146445979025,0.46479146445979025,0.32991636537631236,0.4382075471698113,0.7877094972067039,supply_vulnerability,none,True,True,False,False,True,125.0,119.0,105.0
MNG,Mongolia,East Asia & Pacific,Upper middle income,2024,3524788.0,2024.0,23586055802.4517,2022.0,0.08365,2023.0,2.5,2023.0,8.8,2016.0,20.35,2021.0,58873.8635,16.702809786006988,2018-2020,2020.0,28.2,18.0,60364.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Mongolia,Eastern Asia,496.0,6691.482098342282,6.547133001270987,10.372655321705988,3.8255223204350006,28.2,0.1893491124260355,0.3558282208588957,0.4893617021276595,0.4225949614932776,0.0046511627906976,0.981132075471698,0.4022346368715084,5,0.3999923898106434,medium confidence,0.3999923898106434,0.3999923898106434,0.3999923898106434,0.3059720369596565,0.4928916191311978,0.4022346368715084,sustainability,none,True,True,True,False,False,156.0,146.0,129.0
MNP,Northern Mariana Islands,East Asia & Pacific,High income,2024,44278.0,2022.0,6576000000.0,,,,,,,,,2021.0,929.8726,21.000781426442025,,,,60.0,2992.0,Very low confidence,UNEP Food Waste Index Report 2024 Annex 3,Northern Mariana Islands,Micronesia,580.0,148516.19314332175,4.646187995933419,9.817961804531992,5.171773808598575,,,,,,0.0976744186046511,0.9952830188679244,,2,,low or very low confidence,,,,,0.5464787187362877,,sustainability,food_security; nutrition; supply_vulnerability,False,False,False,False,True,,,
MOZ,Mozambique,Sub-Saharan Africa,Low income,2024,34631766.0,2024.0,22416650343.4786,2015.0,0.30814,2023.0,21.8,2022.0,36.7,2016.0,6.9,2021.0,81151.158,2.343257863315431,2018-2020,2020.0,45.9,92.0,3033197.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Mozambique,Sub-Saharan Africa,508.0,647.2857995020698,7.539474638373012,10.350570717713603,2.811096079340593,45.9,0.8668639053254438,0.9079754601226994,0.1595744680851064,0.5337749641039029,0.7465116279069768,0.6462264150943396,0.5586592178770949,5,0.6704072260615516,low or very low confidence,0.6704072260615516,0.6704072260615516,0.6704072260615516,0.7003194347146733,0.6963690215006582,0.5586592178770949,food_security,none,True,True,True,False,True,21.0,19.0,16.0
MRT,Mauritania,Sub-Saharan Africa,Lower middle income,2024,5169395.0,2024.0,10766731873.5407,2018.0,0.01019,2023.0,8.7,2022.0,25.1,2016.0,12.55,2021.0,12250.8731,2.369885276710331,2018-2020,2020.0,58.6,89.0,422451.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Mauritania,Sub-Saharan Africa,478.0,2082.7837442371306,6.71343971842541,10.032083897849814,3.318644179424404,58.6,0.6331360946745562,0.7331288343558282,0.3138297872340425,0.5234793107949354,0.5720930232558139,0.6556603773584906,0.6145251396648045,5,0.5997787891497202,low or very low confidence,0.5997787891497202,0.5997787891497202,0.5997787891497202,0.5783077027347459,0.6138767003071522,0.6145251396648045,sustainability,none,True,True,True,False,True,49.0,46.0,39.0
MUS,Mauritius,Sub-Saharan Africa,Upper middle income,2024,1245779.0,2024.0,14952555414.8553,2024.0,0.26181,2023.0,8.7,1995.0,13.6,2016.0,10.65,2021.0,1796.6052,1.442154025714031,2018-2020,2020.0,95.3,90.0,117408.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Mauritius,Sub-Saharan Africa,480.0,12002.574625880916,6.095441005731421,10.174715420602372,4.07927441487095,95.3,0.6331360946745562,0.4877300613496932,0.2925531914893617,0.3901416264195275,0.627906976744186,0.3726415094339622,0.8435754189944135,5,0.573480325253329,low or very low confidence,0.573480325253329,0.573480325253329,0.573480325253329,0.5116388605470419,0.5002742430890741,0.8435754189944135,supply_vulnerability,none,True,True,True,False,True,63.0,59.0,49.0
MWI,Malawi,Sub-Saharan Africa,Low income,2024,21655286.0,2024.0,11008925322.5134,2019.0,0.17752,2023.0,21.4,2020.0,35.5,2016.0,5.65,2021.0,19286.4392,0.8906111514759029,2018-2020,2020.0,4.4,92.0,1877693.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Malawi,Sub-Saharan Africa,454.0,508.3712735317095,7.33556392380364,10.041744925758117,2.7061810019544743,4.4,0.8579881656804734,0.8926380368098159,0.1090425531914893,0.5008402950006526,0.7465116279069768,0.1650943396226415,0.2234636871508379,5,0.4987796230723164,low or very low confidence,0.49877962307231644,0.49877962307231644,0.49877962307231644,0.679414230340563,0.45580298376480916,0.2234636871508379,food_security,none,True,True,True,False,True,107.0,102.0,89.0
MYS,Malaysia,East Asia & Pacific,Upper middle income,2024,35557673.0,2024.0,421972102253.57,2022.0,1.0121,2023.0,2.5,2022.0,21.2,2016.0,15.45,2021.0,123011.5057,3.4594925742187908,2018-2020,2020.0,73.7,81.0,2754808.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Malaysia,South-eastern Asia,458.0,11867.25864354425,7.550933331704051,11.625283739497624,4.074350407793574,73.7,0.1893491124260355,0.6533742331288344,0.351063829787234,0.5022190314580341,0.3162790697674418,0.8018867924528302,0.7150837988826816,5,0.5049635609974047,medium confidence,0.5049635609974047,0.5049635609974047,0.5049635609974047,0.3457840719420348,0.559082931110136,0.7150837988826816,sustainability,none,True,True,True,False,False,103.0,98.0,85.0
NAM,Namibia,Sub-Saharan Africa,Lower middle income,2024,3030131.0,2024.0,13372354268.5446,2022.0,0.64636,2023.0,18.1,2013.0,22.7,2016.0,16.45,2021.0,21531.3858,7.105760708035396,2018-2020,2020.0,69.2,90.0,232106.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Namibia,Sub-Saharan Africa,516.0,4413.127441864593,6.481461404524519,10.126207873666566,3.644746469142047,69.2,0.8165680473372781,0.6871165644171779,0.3776595744680851,0.5323880694426315,0.627906976744186,0.9245283018867924,0.6927374301675978,5,0.7188257651156972,low or very low confidence,0.7188257651156971,0.7188257651156971,0.7188257651156971,0.6744780583899548,0.7762176393154891,0.6927374301675978,sustainability,none,True,True,True,False,True,9.0,7.0,5.0
NCL,New Caledonia,East Asia & Pacific,High income,2024,292639.0,2022.0,125103143338.09,,,2023.0,4.9,,,,,2021.0,471.8897,1.612531822484358,2018-2020,2020.0,84.9,87.0,25215.0,Very low confidence,UNEP Food Waste Index Report 2024 Annex 3,New Caledonia,Melanesia,540.0,427499.9003485181,5.466332204072664,11.09726822190155,5.630936017828884,84.9,0.4733727810650887,,,,0.4302325581395348,0.4481132075471698,0.7737430167597765,4,0.5313653908778925,low or very low confidence,0.5313653908778925,0.5313653908778925,,0.4733727810650887,0.4391728828433523,0.7737430167597765,supply_vulnerability,nutrition,True,False,False,False,True,88.0,83.0,
NER,Niger,Sub-Saharan Africa,Low income,2024,27032412.0,2024.0,19537639288.0633,,,2023.0,12.9,2022.0,47.7,2016.0,5.6,2021.0,40629.1738,1.5029799708586862,2018-2020,2020.0,13.7,92.0,2411286.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Niger,Sub-Saharan Africa,562.0,722.7486503262566,7.431884797883554,10.290872087217732,2.858987289334177,13.7,0.7307692307692307,0.9754601226993864,0.0957446808510638,0.5356024017752252,0.7465116279069768,0.4056603773584906,0.2793296089385474,5,0.539574649349694,low or very low confidence,0.539574649349694,0.539574649349694,0.539574649349694,0.6331858162722279,0.5760860026327337,0.2793296089385474,food_waste,none,True,True,True,False,True,82.0,77.0,65.0
NGA,Nigeria,Sub-Saharan Africa,Lower middle income,2024,232679478.0,2024.0,187759703099.801,2019.0,0.28444,2023.0,19.9,2021.0,33.8,2016.0,8.85,2021.0,217993.4321,0.9368829342998612,2018-2020,2020.0,17.6,113.0,24791826.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Nigeria,Sub-Saharan Africa,566.0,806.9456950552425,8.36675808081838,11.273602389850977,2.9068443090325946,17.6,0.8402366863905325,0.8650306748466258,0.2446808510638297,0.5548557629552278,0.916279069767442,0.1792452830188679,0.3184357541899441,5,0.5618105112644028,medium confidence,0.5618105112644027,0.5618105112644027,0.5618105112644027,0.6975462246728801,0.5477621763931549,0.3184357541899441,food_waste,none,True,True,True,False,False,73.0,68.0,56.0
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,2024,6916140.0,2024.0,19693982967.5926,2015.0,0.10742,2022.0,17.3,2012.0,17.3,2016.0,23.45,2021.0,36525.676,5.28122276298629,2018-2020,2020.0,40.6,90.0,626538.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Nicaragua,Latin America and the Caribbean,558.0,2847.5396633949863,6.839863775899178,10.294333557982576,3.454469782083397,40.6,0.8047337278106509,0.5644171779141104,0.675531914893617,0.6199745464038637,0.627906976744186,0.8773584905660378,0.5083798882681564,5,0.6876707259585789,low or very low confidence,0.6876707259585789,0.6876707259585789,0.6876707259585789,0.7123541371072573,0.752632733655112,0.5083798882681564,sustainability,none,True,True,True,False,True,14.0,12.0,9.0
NLD,Netherlands,Europe & Central Asia,High income,2024,17993485.0,2024.0,1227543925316.41,2023.0,2.26719,2023.0,2.5,2009.0,1.5,2016.0,20.4,2021.0,60126.0644,3.3415463652538686,2018-2020,2020.0,85.9,59.0,1036040.0,Eurostat,UNEP Food Waste Index Report 2024 Annex 3,Netherlands,Western Europe,528.0,68221.57716064509,7.255115286174353,12.08903704147217,4.833921755297818,85.9,0.1893491124260355,0.0521472392638036,0.4946808510638298,0.2734140451638167,0.0837209302325581,0.7924528301886793,0.7821229050279329,5,0.4242119646078045,higher confidence,0.4242119646078045,0.4242119646078045,0.4242119646078045,0.2313815787949261,0.4380868802106187,0.7821229050279329,sustainability,none,True,True,True,True,False,144.0,136.0,119.0
NOR,Norway,Europe & Central Asia,High income,2024,5572279.0,2024.0,483727398216.364,2023.0,1.85142,2023.0,2.5,,,2016.0,23.05,2021.0,15063.1444,2.7032286789660027,2018-2020,2020.0,44.6,78.0,423540.0,Eurostat,UNEP Food Waste Index Report 2024 Annex 3,Norway,Northern Europe,578.0,86809.61563776042,6.74603285310853,11.68460068643166,4.938567833323132,44.6,0.1893491124260355,,0.6595744680851063,0.6595744680851063,0.2697674418604651,0.7264150943396226,0.5418994413407822,5,0.4774011116104023,higher confidence,0.47740111161040233,0.47740111161040233,0.47740111161040233,0.4244617902555709,0.49809126810004384,0.5418994413407822,sustainability,none,True,True,True,True,False,119.0,114.0,100.0
NPL,Nepal,South Asia,Lower middle income,2024,29651054.0,2024.0,42914268286.7109,2010.0,0.30221,2023.0,5.3,2022.0,24.8,2016.0,4.050000000000001,2021.0,37900.9892,1.2782341295523594,2018-2020,2020.0,14.2,93.0,2831907.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Nepal,Southern Asia,524.0,1447.31004458428,7.472040135752494,10.632601711950006,3.1605615761975105,14.2,0.5059171597633136,0.7239263803680982,0.0319148936170212,0.3779206369925597,0.7976744186046512,0.3160377358490566,0.2905027932960894,5,0.457610548901134,low or very low confidence,0.45761054890113406,0.45761054890113406,0.45761054890113406,0.44191889837793663,0.5568560772268538,0.2905027932960894,food_waste,none,True,True,True,False,True,130.0,123.0,109.0
NRU,Nauru,East Asia & Pacific,High income,2024,11947.0,2024.0,160350639.549467,,,,,2023.0,15.7,2016.0,61.0,2021.0,15.7351,1.317075416422533,,,,60.0,598.0,Very low confidence,UNEP Food Waste Index Report 2024 Annex 3,Nauru,Micronesia,520.0,13421.8330584638,4.077258863692948,8.205070696426919,4.127811832733972,,,0.5460122699386503,1.0,0.7730061349693251,0.0976744186046511,0.3396226415094339,,3,0.4034343983611367,low or very low confidence,0.40343439836113665,,,0.7730061349693251,0.2186485300570425,,nutrition,food_security; supply_vulnerability,False,False,False,False,True,154.0,,
NZL,New Zealand,East Asia & Pacific,High income,2024,5287500.0,2024.0,260235932558.996,2023.0,1.54848,2023.0,2.5,,,2016.0,30.75,2021.0,55430.6802,10.483343773049643,2018-2020,2020.0,44.8,61.0,316590.0,High confidence,UNEP Food Waste Index Report 2024 Annex 3,New Zealand,Australia and New Zealand,554.0,49217.197647091445,6.7232503803830985,11.415367262381896,4.692116881998798,44.8,0.1893491124260355,,0.8936170212765957,0.8936170212765957,0.1209302325581395,0.9575471698113208,0.547486033519553,5,0.541785913918329,higher confidence,0.541785913918329,0.541785913918329,0.541785913918329,0.5414830668513156,0.5392387011847302,0.547486033519553,sustainability,none,True,True,True,True,False,80.0,75.0,63.0
OMN,Oman,Middle East & North Africa,High income,2024,5281538.0,2024.0,106942782834.85,2024.0,0.38979,2023.0,5.9,2017.0,11.4,2016.0,28.3,2021.0,11578.3988,2.1922399876702583,2018-2020,2020.0,82.2,99.0,451415.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Oman,Western Asia,512.0,20248.41681246069,6.722760408831147,11.029151480999545,4.306391072168398,82.2,0.5355029585798816,0.4233128834355828,0.8563829787234043,0.6398479310794936,0.8372093023255814,0.6132075471698113,0.7486033519553073,5,0.674874218222015,low or very low confidence,0.674874218222015,0.674874218222015,0.674874218222015,0.5876754448296876,0.7252084247476964,0.7486033519553073,food_waste,none,True,True,True,False,True,20.0,18.0,15.0
PAK,Pakistan,Middle East & North Africa,Lower middle income,2024,251269164.0,2024.0,373071855731.539,2023.0,0.16399,2023.0,16.5,2018.0,37.6,2016.0,8.65,2021.0,286272.3553,1.1393055587990892,2018-2020,2020.0,-20.2,130.0,30754726.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Pakistan,Southern Asia,586.0,1484.7498586477527,8.400139194814843,11.571792487417882,3.1716532926030387,0.0,0.7899408284023669,0.9233128834355828,0.2393617021276596,0.5813372927816212,0.9488372093023256,0.25,0.1005586592178771,5,0.5341347979408381,medium confidence,0.5341347979408381,0.5341347979408381,0.5341347979408381,0.685639060591994,0.5994186046511628,0.1005586592178771,food_waste,none,True,True,True,False,False,86.0,81.0,69.0
PAN,Panama,Latin America & Caribbean,High income,2024,4515577.0,2024.0,86260400000.0,2024.0,0.19708,2023.0,5.7,2019.0,15.9,2016.0,22.700000000000003,2021.0,12683.4811,2.808828439864939,2018-2020,2020.0,64.5,101.0,445347.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Panama,Latin America and the Caribbean,591.0,19102.852193639927,6.654713252302974,10.935811467691106,4.281098215388131,64.5,0.5266272189349113,0.5521472392638037,0.6409574468085106,0.5965523430361572,0.8534883720930233,0.7452830188679245,0.659217877094972,5,0.6762337660053978,medium confidence,0.6762337660053978,0.6762337660053978,0.6762337660053978,0.5615897809855342,0.7993856954804739,0.659217877094972,food_waste,none,True,True,True,False,False,19.0,17.0,14.0
PER,Peru,Latin America & Caribbean,Upper middle income,2024,34217848.0,2024.0,289221969059.853,2023.0,0.17611,2023.0,6.9,2023.0,11.5,2016.0,19.7,2021.0,138491.5259,4.047347626887582,2018-2020,2020.0,54.2,88.0,2983735.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Peru,Latin America and the Caribbean,604.0,8452.371670475975,7.534252692782126,11.461231278522538,3.9269785857404114,54.2,0.5828402366863905,0.4294478527607362,0.4361702127659574,0.4328090327633468,0.4860465116279069,0.8537735849056604,0.6061452513966481,5,0.5923229234759906,medium confidence,0.5923229234759906,0.5923229234759906,0.5923229234759906,0.5078246347248687,0.6699100482667837,0.6061452513966481,sustainability,none,True,True,True,False,False,55.0,52.0,43.0
PHL,Philippines,East Asia & Pacific,Lower middle income,2024,115843670.0,2024.0,461617509782.355,2020.0,0.27625,2023.0,3.0,2021.0,26.7,2016.0,6.35,2021.0,107202.4061,0.925405817167222,2018-2020,2020.0,28.5,26.0,2954580.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Philippines,South-eastern Asia,608.0,3984.831538765605,8.063872307792135,11.664282273842716,3.6004099660505826,28.5,0.3875739644970414,0.7822085889570553,0.1329787234042553,0.4575936561806553,0.0162790697674418,0.1745283018867924,0.4078212290502793,5,0.288759244276442,medium confidence,0.28875924427644206,0.28875924427644206,0.28875924427644206,0.42258381033884834,0.0954036858271171,0.4078212290502793,nutrition,none,True,True,True,False,False,192.0,179.0,161.0
PLW,Palau,East Asia & Pacific,High income,2024,17695.0,2023.0,2743177347.36804,,,,,,,2016.0,55.3,2021.0,42.1051,2.379491381746256,,,,63.0,1263.0,Very low confidence,UNEP Food Waste Index Report 2024 Annex 3,Palau,Micronesia,585.0,155025.56356982424,4.247850566973534,9.43825388580123,5.190403318827697,,,,0.9946808510638298,0.9946808510638298,0.1465116279069767,0.660377358490566,,3,0.6005232791537908,low or very low confidence,0.6005232791537908,,,0.9946808510638298,0.40344449319877135,,nutrition,food_security; supply_vulnerability,False,False,False,False,True,48.0,,
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,2024,10576502.0,2024.0,32538480023.9998,2016.0,0.03158,2023.0,28.7,2010.0,49.5,2016.0,21.200000000000003,2021.0,37047.7594,3.5028367034771994,2018-2020,2020.0,100.0,89.0,903213.0,Very low confidence,UNEP Food Waste Index Report 2024 Annex 3,Papua New Guinea,Melanesia,598.0,3076.487861865842,7.024342055857139,10.51239726179668,3.488055205939541,100.0,0.9349112426035504,0.9877300613496932,0.5372340425531915,0.7624820519514424,0.5720930232558139,0.8066037735849056,0.9636871508379888,5,0.8079554484467402,low or very low confidence,0.8079554484467402,0.8079554484467402,0.8079554484467402,0.8486966472774964,0.6893483984203598,0.9636871508379888,supply_vulnerability,none,True,True,True,False,True,2.0,2.0,1.0
POL,Poland,Europe & Central Asia,High income,2024,36559233.0,2024.0,914696430325.391,2023.0,1.55525,2023.0,2.5,2018.0,1.0,2016.0,22.95,2021.0,130966.8837,3.5823203320485417,2018-2020,2020.0,-18.1,60.0,2391600.0,Eurostat,UNEP Food Waste Index Report 2024 Annex 3,Poland,Eastern Europe,616.0,25019.573860463403,7.562997075810103,11.96127698422005,4.398279908409946,0.0,0.1893491124260355,0.0214723926380368,0.648936170212766,0.3352042814254014,0.0976744186046511,0.8301886792452831,0.1005586592178771,5,0.3105950301838496,higher confidence,0.31059503018384965,0.31059503018384965,0.31059503018384965,0.2622766969257184,0.4639315489249671,0.1005586592178771,sustainability,none,True,True,True,True,False,185.0,172.0,154.0
PRI,Puerto Rico (US),Latin America & Caribbean,High income,2024,3203295.0,2024.0,125841500000.0,2015.0,0.42882,,,,,,,2021.0,4991.8393,1.5583451727049802,,,,88.0,286071.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Puerto Rico,Latin America and the Caribbean,630.0,39285.017458585615,6.505596935845423,11.099823886330428,4.594226950485004,,,,,,0.4860465116279069,0.4245283018867924,,2,,low or very low confidence,,,,,0.4552874067573497,,food_waste,food_security; nutrition; supply_vulnerability,False,False,True,False,True,,,
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,2024,26498823.0,,,,,2018.0,47.0,2017.0,19.1,2016.0,6.699999999999999,2021.0,11776.8273,0.4444283166841033,2018-2020,2020.0,17.8,81.0,2104855.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Democratic People’s Republic of Korea,Eastern Asia,408.0,,7.423226584278043,,,17.8,0.9881656804733728,0.6257668711656442,0.1489361702127659,0.3873515206892051,0.3162790697674418,0.0330188679245283,0.3268156424581006,5,0.4103261562625297,low or very low confidence,0.4103261562625297,0.4103261562625297,0.4103261562625297,0.687758600581289,0.17464896884598505,0.3268156424581006,food_security,none,True,True,True,False,True,150.0,141.0,124.0
